Revenue Center,Item Qty,Net Sales,Discount Amount,Gross Sales,Tax Amount,date
Cracker Jacks,1,4.51,0.0,4.51,0.49,2023-07-14
Veggie Tacos,2,14.42,0.0,14.42,1.58,2023-07-14
14th Star Baseline,1,7.15,0.0,7.15,0.85,2023-07-14
Cutwater Tiki Rum Punch,4,42.88,0.0,42.88,5.12,2023-07-14
Stella Can,2,14.3,0.0,14.3,1.7,2023-07-14
Fiddlehead IPA DFT,7,50.05,0.0,50.05,5.95,2023-07-14
Fiddlehead Wit DFT,2,14.3,0.0,14.3,1.7,2023-07-14
ZG Lake Monster Light DFT,15,80.4,0.0,80.4,9.6,2023-07-14
Citizen Cider DFT,1,7.15,0.0,7.15,0.85,2023-07-14
Strawberry Lemon Rose,6,48.24,0.0,48.24,5.76,2023-07-14
Mushroom Pizza,1,6.3,6.32,12.62,0.7,2023-07-14
Rescue Club Pils N/A,2,14.42,0.0,14.42,1.58,2023-07-14
Nutrl Watermelon Vodka,2,17.86,0.0,17.86,2.14,2023-07-14
Movie Candy,1,3.61,0.0,3.61,0.39,2023-07-14
Emp chz,13,70.2,0.0,70.2,7.8,2023-07-14
ZG Conehead IPA DFT,1,7.15,0.0,7.15,0.85,2023-07-14
Pepperoni Pizza,49,618.38,0.0,618.38,67.62,2023-07-14
Pepperoni Pizza,1,6.3,6.32,12.62,0.7,2023-07-14
Sprite BTL,1,3.16,0.0,3.16,0.34,2023-07-14
Devil's Backbone Margarita,4,42.88,0.0,42.88,5.12,2023-07-14
White Claw Mango,1,7.15,0.0,7.15,0.85,2023-07-14
ZG Lake Monster Light DFT,42,225.12,0.0,225.12,26.88,2023-07-14
Fiddlehead IPA DFT,36,257.4,0.0,257.4,30.6,2023-07-14
Kids Fun Zone,5,22.95,0.0,22.95,2.05,2023-07-14
Rescue Club IPA N/A,2,14.42,0.0,14.42,1.58,2023-07-14
Citizen Cider DFT,11,78.65,0.0,78.65,9.35,2023-07-14
Cutwater Tiki Rum Punch,12,128.64,0.0,128.64,15.36,2023-07-14
Nutrl Watermelon Vodka,5,44.65,0.0,44.65,5.35,2023-07-14
Fiddlehead Wit DFT,5,35.75,0.0,35.75,4.25,2023-07-14
14th Star Baseline,14,100.1,0.0,100.1,11.9,2023-07-14
Queen City Porter DFT,1,7.15,0.0,7.15,0.85,2023-07-14
Maple Breakfast Stout,1,7.15,0.0,7.15,0.85,2023-07-14
Peanuts,5,18.05,0.0,18.05,1.95,2023-07-14
Bud Light DFT,6,32.16,0.0,32.16,3.84,2023-07-14
1/2 Pep.  1/2 Shroom,3,37.86,0.0,37.86,4.14,2023-07-14
1/2 Chz 1/2 Pep,3,37.86,0.0,37.86,4.14,2023-07-14
Poutine,22,193.72,4.5,198.22,21.28,2023-07-14
Cotton Candy,5,18.05,0.0,18.05,1.95,2023-07-14
Fountain Soda,27,73.17,0.0,73.17,7.83,2023-07-14
Fries,21,83.23,2.03,85.26,9.02,2023-07-14
Popcorn,5,18.05,0.0,18.05,1.95,2023-07-14
Poutine w/ Chicken,15,175.8,0.0,175.8,19.2,2023-07-14
Peanuts,3,10.83,0.0,10.83,1.17,2023-07-14
Boneless Wings & Fries,11,89.21,0.0,89.21,9.79,2023-07-14
Season Ticket Holder Soda,24,21.6,0.0,21.6,2.4,2023-07-14
Fried Dough w/ Chicken,4,36.04,0.0,36.04,3.96,2023-07-14
Bottled Water,17,38.42,0.0,38.42,4.08,2023-07-14
Fried Dough,66,403.24,12.56,415.8,44.76,2023-07-14
Deep River Chips,3,8.13,0.0,8.13,0.87,2023-07-14
Emp pep,7,37.8,0.0,37.8,4.2,2023-07-14
Small Ice Cream,94,370.36,0.0,370.36,40.14,2023-07-14
Emp Pep/Shroom,1,5.4,0.0,5.4,0.6,2023-07-14
Full Pep Full Shroom,4,50.48,0.0,50.48,5.52,2023-07-14
Emp Shroom,3,16.2,0.0,16.2,1.8,2023-07-14
Cheese Pizza,39,421.59,0.0,421.59,46.41,2023-07-14
Cedrata Italian Soda,1,2.03,2.03,4.06,0.22,2023-07-14
Mushroom Pizza,12,151.44,0.0,151.44,16.56,2023-07-14
Large Ice Cream,76,426.69,16.59,443.28,47.31,2023-07-14
Dippin Dots,161,960.96,53.42,1014.38,106.54,2023-07-14
Popcorn,6,21.66,0.0,21.66,2.34,2023-07-14
802 Bar,1,3.61,0.0,3.61,0.39,2023-07-14
Bottled Water,8,18.08,0.0,18.08,1.92,2023-07-14
Lemon Sorbet,1,3.61,0.0,3.61,0.39,2023-07-14
Lucky Row Scoop,4,0.0,0.0,0.0,0.0,2023-07-14
Cotton Candy,9,32.49,0.0,32.49,3.51,2023-07-14
Finnish Long Drink,2,17.86,0.0,17.86,2.14,2023-07-14
Agrumata Italian Soda,7,22.33,6.09,28.42,2.42,2023-07-14
Powerade,2,6.32,0.0,6.32,0.68,2023-07-14
Hamburger,11,74.25,0.0,74.25,8.25,2023-07-14
Loaded Fries Chicken,6,54.06,0.0,54.06,5.94,2023-07-14
BBQ Pork Sandwich,3,21.63,0.0,21.63,2.37,2023-07-14
Powerade,7,22.12,0.0,22.12,2.38,2023-07-14
Bottled Water,27,61.02,0.0,61.02,6.48,2023-07-14
Cheeseburger,32,228.92,7.2,236.12,25.08,2023-07-14
Bottled Soda,47,148.48,0.0,148.48,16.02,2023-07-14
Double Cheeseburger,3,35.14,0.0,35.14,3.86,2023-07-14
White Claw Mango,7,50.05,0.0,50.05,5.95,2023-07-14
Rescue Club IPA N/A,2,14.42,0.0,14.42,1.58,2023-07-14
Finnish Long Drink,2,17.86,0.0,17.86,2.14,2023-07-14
Barefoot Pinot Grigio,2,14.3,0.0,14.3,1.7,2023-07-14
Barefoot Chardonnay,1,7.15,0.0,7.15,0.85,2023-07-14
Italian Sausage w/ Peppers & Onions,17,122.57,0.0,122.57,13.43,2023-07-14
Bottled Water,1,2.26,0.0,2.26,0.24,2023-07-14
"Footlong ""Monster"" Dog",11,54.45,0.0,54.45,6.05,2023-07-14
Hot Dog,57,184.23,8.43,192.66,20.14,2023-07-14
Chicken Salad,31,247.81,31.5,279.31,27.19,2023-07-14
Pork Salad,6,45.06,9.0,54.06,4.94,2023-07-14
Chicken Nachos,22,189.22,9.0,198.22,20.78,2023-07-14
Chicken Tacos,18,123.48,7.2,130.68,13.52,2023-07-14
Pork Nachos,7,63.07,0.0,63.07,6.93,2023-07-14
Veggie Salad,4,31.54,4.5,36.04,3.46,2023-07-14
Boneless Wings & Fries,24,187.66,8.33,195.99,20.59,2023-07-14
Chips,1,4.51,0.0,4.51,0.49,2023-07-14
Pork Tacos,9,61.29,3.6,64.89,6.71,2023-07-14
BBQ Chicken Sandwich,6,39.66,3.6,43.26,4.34,2023-07-14
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-07-14
ZG Conehead IPA DFT,13,92.95,0.0,92.95,11.05,2023-07-14
Loaded Fries Pork,13,117.13,0.0,117.13,12.87,2023-07-14
Veggie Nachos,2,18.02,0.0,18.02,1.98,2023-07-14
Nutrl Watermelon Vodka,3,26.79,0.0,26.79,3.21,2023-07-14
Fries,81,324.8,4.06,328.86,35.2,2023-07-14
Cider Can,6,42.9,0.0,42.9,5.1,2023-07-14
Popcorn,4,12.63,1.81,14.44,1.37,2023-07-14
Philly Cheesesteak,17,139.67,13.5,153.17,15.33,2023-07-14
Italian Sausage w/ Peppers & Onions,3,21.63,0.0,21.63,2.37,2023-07-14
Mushroom Philly,3,27.03,0.0,27.03,2.97,2023-07-14
Cheeseburger,3,21.63,0.0,21.63,2.37,2023-07-14
Peanuts,2,7.22,0.0,7.22,0.78,2023-07-14
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-07-14
Double Cheeseburger,1,11.26,0.0,11.26,1.24,2023-07-14
Hamburger,1,6.75,0.0,6.75,0.75,2023-07-14
Hot Dog,24,81.12,0.0,81.12,8.88,2023-07-14
14th Star Mexican Lager DFT,9,64.35,0.0,64.35,7.65,2023-07-14
Rescue Club Pils N/A,2,14.42,0.0,14.42,1.58,2023-07-14
Coke BTL,1,3.16,0.0,3.16,0.34,2023-07-14
Barefoot Pinot Grigio,1,7.15,0.0,7.15,0.85,2023-07-14
Stella Can,3,21.45,0.0,21.45,2.55,2023-07-14
Strawberry Lemon Rose,1,8.04,0.0,8.04,0.96,2023-07-14
Lemonade BTL,3,9.48,0.0,9.48,1.02,2023-07-14
Movie Candy,5,18.05,0.0,18.05,1.95,2023-07-14
Fanta BTL,2,6.32,0.0,6.32,0.68,2023-07-14
Kona Golden Ale DFT,20,107.2,0.0,107.2,12.8,2023-07-14
Deep River Chips,1,2.71,0.0,2.71,0.29,2023-07-14
Bottled Water,16,36.16,0.0,36.16,3.84,2023-07-14
Bottled Water,14,31.64,0.0,31.64,3.36,2023-07-14
Bottled Soda,10,30.02,1.58,31.6,3.23,2023-07-14
Barefoot Cabernet Sauvignon,1,7.15,0.0,7.15,0.85,2023-07-14
14th Star Baseline,4,28.6,0.0,28.6,3.4,2023-07-14
Devil's Backbone Margarita,6,64.32,0.0,64.32,7.68,2023-07-14
Fiddlehead IPA DFT,27,193.05,0.0,193.05,22.95,2023-07-14
Stella Can,3,21.45,0.0,21.45,2.55,2023-07-14
Cutwater Tiki Rum Punch,8,85.76,0.0,85.76,10.24,2023-07-14
Primary Logo Tee -Navy-XS,1,25.99,0.0,25.99,0.0,2023-07-15
Primary Logo Tee- Navy- L,1,25.99,0.0,25.99,0.0,2023-07-15
Champ Logo Tee Vintage Navy- M,1,25.99,0.0,25.99,0.0,2023-07-15
Maple Kings Snapback Cap,1,24.99,0.0,24.99,0.0,2023-07-15
VLM Home Onfield Stretch Fit Cap- S,1,29.99,0.0,29.99,0.0,2023-07-15
Champ Logo Tee Heather Gray- M,1,25.99,0.0,25.99,0.0,2023-07-15
Gear Tee- Heather Kelly Green- L,4,115.96,0.0,115.96,0.0,2023-07-15
VT Expos Stretch Fit Cap- XS,1,29.99,0.0,29.99,0.0,2023-07-15
VLM Home Onfield Stretch Fit Cap- XXS,2,59.98,0.0,59.98,0.0,2023-07-15
Cross Bone Cap,3,86.97,0.0,86.97,0.0,2023-07-15
Champ Logo Trucker- Khaki,14,349.86,0.0,349.86,0.0,2023-07-15
Youth Primary Logo Tee Pink-M,1,21.99,0.0,21.99,0.0,2023-07-15
VLM Away Onfield Stretch Fit Cap- M,4,119.96,0.0,119.96,0.0,2023-07-15
Jeezum Crow tee,1,26.99,0.0,26.99,0.0,2023-07-15
Patriotic Baseball,2,16.0,0.0,16.0,1.76,2023-07-15
Gear Tee- Heather Kelly Green- S,1,28.99,0.0,28.99,0.0,2023-07-15
Beer. Baseball Tee- Royal- 2XL,1,25.99,0.0,25.99,0.0,2023-07-15
Youth Primary Logo Tee Ash- M,4,87.96,0.0,87.96,0.0,2023-07-15
Clean-Up Cap VT State,1,28.99,0.0,28.99,0.0,2023-07-15
Ladie's Racerback Tank Top- Midnight Blue- L,1,29.99,0.0,29.99,0.0,2023-07-15
OC Mountain Patch Cap,8,231.92,0.0,231.92,0.0,2023-07-15
Eye Love VT,1,6.99,0.0,6.99,0.77,2023-07-15
Beer. Baseball Tee- Royal- M,1,25.99,0.0,25.99,0.0,2023-07-15
Champ Logo Hoodie- Royal-3XL,1,49.99,0.0,49.99,0.0,2023-07-15
All-Star Tee- M,1,19.6,8.39,27.99,0.0,2023-07-15
VLM Away Onfield Stretch Fit Cap- L,8,239.92,0.0,239.92,0.0,2023-07-15
Tie Dyed Souvenir Baseball,6,48.0,0.0,48.0,5.28,2023-07-15
White Replica Jersey- 2XL,1,80.0,0.0,80.0,0.0,2023-07-15
All-Star Trucker Navy,2,42.48,7.5,49.98,0.0,2023-07-15
All-Star Tee- S,1,27.99,0.0,27.99,0.0,2023-07-15
VLM Home Onfield Stretch Fit Cap- L,2,59.98,0.0,59.98,0.0,2023-07-15
Plastic hard hat - L,2,10.0,0.0,10.0,1.1,2023-07-15
3/4 Raglan Expos Tee- Gray/Navy- XXL,1,18.89,8.1,26.99,0.0,2023-07-15
VLM Away Onfield Stretch Fit Cap- XS,1,29.99,0.0,29.99,0.0,2023-07-15
Green/Blue Plaid Baseball,1,8.0,0.0,8.0,0.88,2023-07-15
New Duds Maple Kings Primary Tee- Espresso- L,1,25.99,0.0,25.99,0.0,2023-07-15
New Duds Maple Kings Primary Tee- Vintage Black- M,1,25.99,0.0,25.99,0.0,2023-07-15
Kona Golden Ale DFT,40,214.4,0.0,214.4,25.6,2023-07-15
Replica Tie-Dye Jersey- S,1,80.0,0.0,80.0,0.0,2023-07-15
Finnish Long Drink,6,53.58,0.0,53.58,6.42,2023-07-15
14th Star Baseline,86,614.9,0.0,614.9,73.1,2023-07-15
White Claw Mango,32,228.8,0.0,228.8,27.2,2023-07-15
Bottled Water,108,244.08,0.0,244.08,25.92,2023-07-15
Barefoot Pinot Grigio,14,100.1,0.0,100.1,11.9,2023-07-15
Nutrl Watermelon Vodka,20,178.6,0.0,178.6,21.4,2023-07-15
Rescue Club IPA N/A,2,14.42,0.0,14.42,1.58,2023-07-15
Rescue Club Pils N/A,4,28.84,0.0,28.84,3.16,2023-07-15
Barefoot Chardonnay,1,7.15,0.0,7.15,0.85,2023-07-15
Philly Cheesesteak,57,504.57,9.0,513.57,55.43,2023-07-15
Movie Candy,8,25.26,3.62,28.88,2.74,2023-07-15
Bottled Soda,97,306.52,0.0,306.52,32.98,2023-07-15
Powerade,9,28.44,0.0,28.44,3.06,2023-07-15
Cracker Jacks,2,9.02,0.0,9.02,0.98,2023-07-15
LM mug,2,23.98,0.0,23.98,2.64,2023-07-15
Barefoot Cabernet Sauvignon,1,7.15,0.0,7.15,0.85,2023-07-15
Lemon Sorbet,8,28.88,0.0,28.88,3.12,2023-07-15
Cutwater Tiki Rum Punch,28,300.16,0.0,300.16,35.84,2023-07-15
Stella Can,8,57.2,0.0,57.2,6.8,2023-07-15
Youth Primary Logo Tee Ash- L,4,87.96,0.0,87.96,0.0,2023-07-15
Hot Dog Tee- Vintage Yellow- S,1,25.99,0.0,25.99,0.0,2023-07-15
Cracker Jacks,7,31.57,0.0,31.57,3.43,2023-07-15
Fiddlehead IPA DFT,166,1186.9,0.0,1186.9,141.1,2023-07-15
von Trapp Helles DFT,26,185.9,0.0,185.9,22.1,2023-07-15
14th Star Mexican Lager DFT,34,243.1,0.0,243.1,28.9,2023-07-15
Devil's Backbone Margarita,19,203.68,0.0,203.68,24.32,2023-07-15
Citizen Cider DFT,68,486.2,0.0,486.2,57.8,2023-07-15
Popcorn,14,50.54,0.0,50.54,5.46,2023-07-15
Peanuts,10,36.1,0.0,36.1,3.9,2023-07-15
Bud Light DFT,84,450.24,0.0,450.24,53.76,2023-07-15
Good Measure Cream Ale DFT,21,112.56,0.0,112.56,13.44,2023-07-15
Long Trail Blackberry DFT,69,493.35,0.0,493.35,58.65,2023-07-15
ZG Conehead IPA DFT,64,457.6,0.0,457.6,54.4,2023-07-15
ZG Lake Monster Light DFT,131,702.16,0.0,702.16,83.84,2023-07-15
Budweiser DFT,24,128.64,0.0,128.64,15.36,2023-07-15
Gear Tee- Heather Kelly Green- M,2,57.98,0.0,57.98,0.0,2023-07-15
Document Tee- Vintage Smoke- M,4,107.96,0.0,107.96,0.0,2023-07-15
Maple Kings Youth Bolt Snapback,4,75.96,0.0,75.96,0.0,2023-07-15
Champ Logo 3/4 Raglan Tee- XL,1,26.99,0.0,26.99,0.0,2023-07-15
Champ Logo Hoodie- Royal-L,1,32.5,17.49,49.99,0.0,2023-07-15
Primary Logo Tee- Gray- 3XL,2,51.98,0.0,51.98,0.0,2023-07-15
VT Expos Logo Baseball,3,24.0,0.0,24.0,2.64,2023-07-15
White Replica Jersey- XL,3,240.0,0.0,240.0,0.0,2023-07-15
Youth Maple Kings Hooded Sweatshirt- Navy- XL,1,29.99,0.0,29.99,0.0,2023-07-15
VLM #1 Foam Finger- Blue,4,23.96,0.0,23.96,2.64,2023-07-15
Nike Performance Tee- Navy- 2XL,1,34.99,0.0,34.99,0.0,2023-07-15
OC Baseline Classic Expos Cap- Royal,2,47.98,0.0,47.98,0.0,2023-07-15
OC Walk Off Diamond Patch Black Cap,1,26.99,0.0,26.99,0.0,2023-07-15
White Souvenir Baseball,41,328.0,0.0,328.0,36.08,2023-07-15
Primary Logo Tee- Gray- 2XL,1,25.99,0.0,25.99,0.0,2023-07-15
Infant Alphabet Mascot Tee- 12 mo,2,31.98,0.0,31.98,0.0,2023-07-15
Retro Staple Crewneck- Heather White- L,2,77.98,0.0,77.98,0.0,2023-07-15
Replica Tie-Dye Jersey- XL,2,160.0,0.0,160.0,0.0,2023-07-15
Primary Logo Tee- Gray- M,1,25.99,0.0,25.99,0.0,2023-07-15
VT Expos Sticker,3,6.0,0.0,6.0,0.66,2023-07-15
Champ-ta Claus,4,63.96,0.0,63.96,7.04,2023-07-15
Kelly Green Mini Bat,23,206.77,0.0,206.77,22.77,2023-07-15
90's Retro Staple Hat- White,1,34.99,0.0,34.99,0.0,2023-07-15
Hot Dog Tee- Vintage Navy- S,1,25.99,0.0,25.99,0.0,2023-07-15
802 Bar,9,32.49,0.0,32.49,3.51,2023-07-15
Champ Tattoo,9,4.5,0.0,4.5,0.45,2023-07-15
VLM Home Onfield Stretch Fit Cap- M,5,146.95,3.0,149.95,0.0,2023-07-15
Original Clean-Up,4,115.96,0.0,115.96,0.0,2023-07-15
Maple Kings Stretch Fit Cap- Dark Navy- XL,1,29.99,0.0,29.99,0.0,2023-07-15
Uncle Charlie cap,2,57.98,0.0,57.98,0.0,2023-07-15
Maple Kings Razorback Tee -L,1,24.99,0.0,24.99,0.0,2023-07-15
VT Expos Stretch Fit Cap- M,2,59.98,0.0,59.98,0.0,2023-07-15
Champ Plush Doll,29,434.71,0.0,434.71,47.85,2023-07-15
Dig In Bracelet,13,65.0,0.0,65.0,7.15,2023-07-15
VLM Home Onfield Stretch Fit Cap- XL,1,29.99,0.0,29.99,0.0,2023-07-15
VT Expos Stretch Fit Cap- L,2,59.98,0.0,59.98,0.0,2023-07-15
Toddler Boisterous Tee- Green- 2T,1,18.99,0.0,18.99,0.0,2023-07-15
Quinn Cap,2,47.98,0.0,47.98,0.0,2023-07-15
3/4 Raglan Expos Tee- Gray/Navy- L,1,26.99,0.0,26.99,0.0,2023-07-15
Primary Logo Tee- Mauve- M,2,53.98,0.0,53.98,0.0,2023-07-15
Soft Champ Logo Baseball,6,35.94,0.0,35.94,3.96,2023-07-15
Youth replicia twill hat,8,151.92,0.0,151.92,0.0,2023-07-15
VLM Away Onfield Stretch Fit Cap- S,3,89.97,0.0,89.97,0.0,2023-07-15
Baseball Brim Cap,1,18.99,0.0,18.99,0.0,2023-07-15
Youth $0.25 Hot Dog Replica Jersey- M,2,120.0,0.0,120.0,0.0,2023-07-15
OC Baseline Classic Hot Dog Cap- Royal,2,47.98,0.0,47.98,0.0,2023-07-15
Retro Staple Crewneck- Heather White- 3XL,1,38.99,0.0,38.99,0.0,2023-07-15
Foam hotdog Hats,10,99.9,0.0,99.9,11.0,2023-07-15
Primary Logo Tee- Gray- S,2,51.98,0.0,51.98,0.0,2023-07-15
Youth Primary Logo Tee Pink-L,1,21.99,0.0,21.99,0.0,2023-07-15
OC Champ Cap- Light Gray,1,24.99,0.0,24.99,0.0,2023-07-15
Large Baseball Card Pack,2,19.98,0.0,19.98,2.2,2023-07-15
6 Sticker Pack,5,30.0,0.0,30.0,3.3,2023-07-15
Retro Staple Crewneck- Heather White- 2XL,2,77.98,0.0,77.98,0.0,2023-07-15
Primary Logo Tee- Ash- M,2,53.98,0.0,53.98,0.0,2023-07-15
3-6 mos,1,25.99,0.0,25.99,0.0,2023-07-15
Primary Logo Tee- Mauve- L,1,26.99,0.0,26.99,0.0,2023-07-15
VLM Dog Collar- L,1,17.99,0.0,17.99,1.98,2023-07-15
Replica twill cap,3,71.97,0.0,71.97,0.0,2023-07-15
Retro Sunset,2,13.98,0.0,13.98,1.54,2023-07-15
Blue Mini Bat,9,80.91,0.0,80.91,8.91,2023-07-15
Primary Logo Tee- Mauve- S,1,26.99,0.0,26.99,0.0,2023-07-15
VLM #1 Foam Finger- Green,2,11.98,0.0,11.98,1.32,2023-07-15
Sharpies,9,18.0,0.0,18.0,1.98,2023-07-15
Red Mini Bat,3,26.97,0.0,26.97,2.97,2023-07-15
$0.25 Hot Dog Hysteria Replica Jersey- 2XL,1,80.0,0.0,80.0,0.0,2023-07-15
Nike Dri-Fit Long Sleeve- Green- L,1,42.0,0.0,42.0,0.0,2023-07-15
Hot Dog Tee- Heather Gray- M,1,25.99,0.0,25.99,0.0,2023-07-15
Champ Plush Doll (standing),1,14.99,0.0,14.99,1.65,2023-07-15
Ladie's Racerback Tank Top- Midnight Blue- S,2,59.98,0.0,59.98,0.0,2023-07-15
Home Plate Scoop Tee- M,2,63.98,0.0,63.98,0.0,2023-07-15
VT Expos Stretch Fit Cap- S,1,29.99,0.0,29.99,0.0,2023-07-15
Seat Cushion,2,23.98,0.0,23.98,2.64,2023-07-15
Champ Cape,4,33.0,0.0,33.0,3.6,2023-07-15
Youth Primary Logo Tee Ash- S,5,109.95,0.0,109.95,0.0,2023-07-15
Nike Performance Tee- Navy- M,1,34.99,0.0,34.99,0.0,2023-07-15
Nike Dri-Fit Long Sleeve- Green- M,1,42.0,0.0,42.0,0.0,2023-07-15
Hot Dog Tee- Heather Gray- S,1,25.99,0.0,25.99,0.0,2023-07-15
Ladie's Blackbird Tank Top- Heather Navy- XL,1,28.99,0.0,28.99,0.0,2023-07-15
Replica Tie-Dye Jersey- M,1,80.0,0.0,80.0,0.0,2023-07-15
18-24 mos,1,25.99,0.0,25.99,0.0,2023-07-15
Ladie's Blackbird Tank Top- Heather Navy- L,3,86.97,0.0,86.97,0.0,2023-07-15
Ladie's Racerback Tank Top- Midnight Blue- 2XL,1,29.99,0.0,29.99,0.0,2023-07-15
Plastic hard hat - S,2,6.0,0.0,6.0,0.66,2023-07-15
Lake Monsters Sticker,2,4.0,0.0,4.0,0.44,2023-07-15
$0.25 Hot Dog Hysteria Replica Jersey- XL,1,80.0,0.0,80.0,0.0,2023-07-15
VLM Tote Bag,3,9.0,0.0,9.0,0.99,2023-07-15
Champ Sticker,40,80.0,0.0,80.0,8.8,2023-07-15
Maple Syrup,4,10.8,1.2,12.0,1.16,2023-07-15
802vtrucker cap,1,24.99,0.0,24.99,0.0,2023-07-15
Home Plate Scoop Tee - XL,1,31.99,0.0,31.99,0.0,2023-07-15
All-Star Trucker Royal,2,49.98,0.0,49.98,0.0,2023-07-15
Youth Champ Logo Tee- Ash- M,1,21.99,0.0,21.99,0.0,2023-07-15
90's Retro Classic Script Hat- Navy,1,34.99,0.0,34.99,0.0,2023-07-15
Ladie's Blackbird Tank Top- Heather Navy- M,1,28.99,0.0,28.99,0.0,2023-07-15
Vermont Expos Tee- Heather Gray- S,1,25.99,0.0,25.99,0.0,2023-07-15
Champ Logo Tee Vintage Black- M,1,25.99,0.0,25.99,0.0,2023-07-15
Champ Logo Tee Vintage Navy- L,1,25.99,0.0,25.99,0.0,2023-07-15
Primary Logo Tee- Navy- 2XL,2,51.98,0.0,51.98,0.0,2023-07-15
Home Plate Scoop Tee - L,2,63.98,0.0,63.98,0.0,2023-07-15
New Duds Maple Kings Primary Tee- Espresso- XXXL,1,25.99,0.0,25.99,0.0,2023-07-15
Youth Primary Logo Tee Pink-XL,2,43.98,0.0,43.98,0.0,2023-07-15
Natural Mini Bat,5,44.95,0.0,44.95,4.95,2023-07-15
Champ Play Ball,2,9.98,0.0,9.98,1.1,2023-07-15
VLM Away Onfield Stretch Fit Cap- XL,1,29.99,0.0,29.99,0.0,2023-07-15
Maple Kings Sticker,1,2.0,0.0,2.0,0.22,2023-07-15
LM Koozie,1,9.0,0.0,9.0,0.99,2023-07-15
Hot Dog,74,248.43,1.69,250.12,27.19,2023-07-15
Peanuts,4,14.44,0.0,14.44,1.56,2023-07-15
Peanuts,3,10.83,0.0,10.83,1.17,2023-07-15
Bottled Water,88,198.88,0.0,198.88,21.12,2023-07-15
Fried Dough,137,850.54,12.56,863.1,94.46,2023-07-15
Fries,43,174.58,0.0,174.58,18.92,2023-07-15
Bottled Water,91,205.66,0.0,205.66,21.84,2023-07-15
Popcorn,16,57.76,0.0,57.76,6.24,2023-07-15
Peanuts,4,14.44,0.0,14.44,1.56,2023-07-15
Bottled Soda,86,270.18,1.58,271.76,29.07,2023-07-15
Movie Candy,21,75.81,0.0,75.81,8.19,2023-07-15
Mozz Sticks,43,267.76,3.14,270.9,29.74,2023-07-15
Powerade,21,66.36,0.0,66.36,7.14,2023-07-15
Onion Rings,18,113.4,0.0,113.4,12.6,2023-07-15
Cotton Candy,18,64.98,0.0,64.98,7.02,2023-07-15
Mini Corn Dogs,32,201.6,0.0,201.6,22.4,2023-07-15
Deep River Chips,2,5.42,0.0,5.42,0.58,2023-07-15
Whole Pickle,8,21.68,0.0,21.68,2.32,2023-07-15
Cracker Jacks,1,4.51,0.0,4.51,0.49,2023-07-15
Fried Pickles,18,113.4,0.0,113.4,12.6,2023-07-15
Deep River Chips,2,5.42,0.0,5.42,0.58,2023-07-15
Fried Dough w/ Chicken,9,81.09,0.0,81.09,8.91,2023-07-15
Poutine,31,279.31,0.0,279.31,30.69,2023-07-15
Boneless Wings & Fries,77,628.52,0.0,628.52,68.98,2023-07-15
"Footlong ""Monster"" Dog",37,181.71,1.44,183.15,20.17,2023-07-15
Bottled Soda,134,421.98,1.4,423.38,45.47,2023-07-15
Fries,153,618.54,2.64,621.18,67.04,2023-07-15
Deep River Chips,9,24.39,0.0,24.39,2.61,2023-07-15
Cheeseburger,57,406.02,7.2,413.22,44.48,2023-07-15
Double Cheeseburger,6,67.56,0.0,67.56,7.44,2023-07-15
Hamburger,21,140.75,1.0,141.75,15.64,2023-07-15
Loaded Fries Chicken,10,90.1,0.0,90.1,9.9,2023-07-15
Powerade,48,151.68,0.0,151.68,16.32,2023-07-15
Movie Candy,1,3.61,0.0,3.61,0.39,2023-07-15
Hot Dog & Soda,1,0.0,0.0,0.0,0.0,2023-07-15
Season Ticket Holder Soda,24,21.6,0.0,21.6,2.4,2023-07-15
Boneless Wings & Fries,38,308.18,0.0,308.18,33.82,2023-07-15
Popcorn,8,28.88,0.0,28.88,3.12,2023-07-15
Poutine w/ Chicken,38,439.49,5.87,445.36,48.01,2023-07-15
Cotton Candy,4,14.44,0.0,14.44,1.56,2023-07-15
Fountain Soda,72,195.12,0.0,195.12,20.88,2023-07-15
Cracker Jacks,5,20.3,2.25,22.55,2.2,2023-07-15
Devil's Backbone Margarita,11,117.92,0.0,117.92,14.08,2023-07-15
14th Star Baseline,42,300.3,0.0,300.3,35.7,2023-07-15
Barefoot Chardonnay,1,7.15,0.0,7.15,0.85,2023-07-15
Cotton Candy,12,43.32,0.0,43.32,4.68,2023-07-15
802 Bar,1,3.61,0.0,3.61,0.39,2023-07-15
Small Ice Cream,166,639.56,1.81,641.37,69.44,2023-07-15
Popcorn,6,21.66,0.0,21.66,2.34,2023-07-15
Bottled Water,31,70.01,0.0,70.01,7.49,2023-07-15
Lemon Sorbet,2,7.22,0.0,7.22,0.78,2023-07-15
1/2 Chz 1/2 Pep,1,12.62,0.0,12.62,1.38,2023-07-15
Full Pep Full Shroom,5,63.1,0.0,63.1,6.9,2023-07-15
Cedrata Italian Soda,13,52.78,0.0,52.78,5.72,2023-07-15
1/2 Pep.  1/2 Shroom,2,25.24,0.0,25.24,2.76,2023-07-15
Mushroom Pizza,22,277.64,0.0,277.64,30.36,2023-07-15
Pepperoni Pizza,94,1186.28,0.0,1186.28,129.72,2023-07-15
Emp Pep/Shroom,1,5.4,0.0,5.4,0.6,2023-07-15
